,judge,question,reference,answer,score
128,google-gemma,"A businessman was the owner of an idyllic lake and wooded area. In 1980, the businessman conveyed the land to the state ""on the condition that"" it be used as recreational property only. Two years later, the state decided that they wanted a small industrial park attached to the corner of the land. The state went ahead and developed a small portion of the land as industrial space, making it part of a larger industrial park that was adjacent to the land. The businessman notified the state that he was the owner of the property because the state violated the conditions of the conveyance, and that he was taking possession of the property back. What was the interest that was created by the conveyance and can the businessman get the property back?","The interest created is a reverter, and the property instantly reverts back to the grantor upon the occurrence of the specified violation.",,0.9
129,google-gemma,"On day 1, Jackson, a merchant, mailed Sands a signed letter that contained an offer to sell Sands 500 electric fans at $10 per fan. The letter was received by Sands on day 3. The letter contained a promise not to revoke the offer but no expiration date. On day 4, Jackson mailed Sands a revocation of the offer to sell the fans. Sands received the revocation on day 6. On day 7, Sands mailed Jackson an acceptance of the offer. Jackson received the acceptance on day 9. Under the Sales Article of the UCC, was a contract formed?",A contract was formed on the day Jackson mailed the revocation,,0.0
130,google-gemma,What is a conversionreaction ?What are thepsychoanalytic andbehavioral theories explaining this disorder?,Conversion reactions are physiological disorders caused by physical trauma.,,0.9
131,google-gemma,"At the outset of group counseling, the therapist should explain char the obligation of the group member to respect confidentiality is",on the “honor system” only,,0.9
132,google-gemma,What process in the plant is responsible for the phenomenon ofguttation?,Guttation is explained by the effect of root pressure.,,0.9
133,google-gemma,"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,,0.9
134,google-gemma,"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-234,,0.0
135,google-gemma,"We must assume that he is a Communist, because he says that he is not, and we know that Communists are taught always to deny party membership.",Affirming the Consequent,,0.9
136,google-gemma,The mass of an electron is 9.109 × 10^-28 g. What is the atomic weight of electrons?,5.48 × 10^-4 g/mole,,0.0
137,google-gemma,"Following their law school graduation party, a graduate and his roommate were driving home in an automobile that was owned and operated by the graduate. As they were approaching an intersection, their vehicle collided with a motorcycle whose rider was seriously injured in the accident. The rider sued the graduate for operating his motor vehicle in excess of the speed limit. In addition, the roommate brought suit against the rider for operating his motorcycle negligently and driving through a red light. The roommate subsequently reached an out- of-court settlement with the graduate and dismissed the lawsuit against him. At trial against the rider, the roommate testified that he observed the rider drive his motorcycle through a red light and then swerve into the path of the graduate's automobile. In rebuttal, the rider offered into evidence the roommate's complaint against the graduate alleging that the latter was driving ""at an excessively high rate of speed at the time the accident occurred. ""The complaint is",admissible as an admission.,,0.9
138,google-gemma,In which year was the seminal Human Development Report published?,1994,,0.9
139,google-gemma,"It is observed that the chemical transmission occurring at a synapse is unidirectional that is, the neurotransmitter always travels from thepresynapticaxon to the post-synaptic dendrite . Explain why.",The neurotransmitter is present in the axonal end of a neuron only.,,0.9
140,google-gemma,"Which schedule of reinforcement is followed by Soledad, who answers every e-mail message her friend sends?",continuous,,0.9
